Erreur	Correction	Fréquence	
pinvafion	invasion	1 
l’entreprife	l’entreprise	1 
pamiral	amiral	1 
iiitig	initi	1 
efpagnole	espagnole	1 
hillorique	historique	1 
plufieurs	plusieurs	1 
curieufes	curieuses	1 
pe	pe	1 
réprefentent	répresentent	1 
habillemens	habillement	1 
l’antre	l’antre	1 
reprefentent	reprefentent	1 
dhte	date	1 
particularitez	particularit	1 
curieufes	curieuses	1 
bellievre	bellemare	1 
silleri	sillery	1 
if98	if98	1 
rmgr	mgr	1 
catalogub	catalogue	1 
zii	ii	1 
horité	horsté	1 
pertonnes	personnes	1 
itoire	ivoire	1 
evenemens	evenemens	1 
jufqu’à	jusqu’à	1 
fa	fa	1 
preife	premier	1 
miniftre	ministre	1 
miniftre	ministre	1 
cnraétcre	cnraétre	1 
czar	car	1 
fes	fes	1 
memicof	mexico	1 
préfent	présent	1 
maifons	maisons	1 
aljiances	alliances	1 
titrts	titres	1 
tellamcnt	tellement	1 
unde-breragne	une-bretagne	1 
defcriptiou	description	1 
palab	pala	1 
maifons	maisons	1 
cnnlidt	conflit	1 
nb	nb	1 
eres	res	1 
ut	ut	1 
lt	lt	1 
aphnrîfmes	aphnrîmes	1 
controverfe	controverse	1 
l’ecriture	l’ecriture	1 
pe-	pe-	1 
conftruâion	contreâion	1 
wifïen	wiiïen	1 
eyk	eye	1 
rtgnicr	retenir	1 
defcription	description	1 
philofophiques	philosophiques	1 
por	por	1 
jeunefle	jeunesse	1 
daucer	dancer	1 
sr	sr	1 
ntenvjc	nitence	1 
idrukt	induit	1 
iarjc	march	1 
grqle".	grale".	1 
totio	toto	1 
fpirituelles	spirituelles	1 
rcllneville	rcllneville	1 
piulkurs	pultures	1 
poëtjc)	poëtac)	1 
chréticnnts	chréticents	1 
plaumes	plumes	1 
d’elpague	d’espagne	1 
dei’criprlon	dei’carillon	1 
hieurs	rieurs	1 
nécelliires	nécueillies	1 
pfeaumes	psaumes	1 
davij	david	1 
vcrfet	secret	1 
mufique	musique	1 
pieufes	pieuses	1 
infpirées	inspirées	1 
baftille	bastille	1 
eflîis	elîis	1 
déferts	déferts	1 
deht	dent	1 
dei	dei	1 
reprefentebt	reprefentebt	1 
iauderitè	faudraitè	1 
avantures	aventures	1 
silvic	silvio	1 
moliere	moire	1 
hiftoire	histoire	1 
hiftoire	histoire	1 
duchetfe	duchesse	1 
l’efprit	l’esprit	1 
contradîetion	contratîation	1 
lornie	lornie	1 
bu	bu	1 
vifibles	visibles	1 
cdpitulatio	capitulation	1 
carolil/i	carolis/i	1 
coh/.lufa	coh/.luca	1 
d’efpagne	d’espagne	1 
francei	france	1 
bretagnede	bretagne	1 
d’efpagné	d’espagneé	1 
fituation	situation	1 
préfeme	préfemme	1 
hollandoit	hollandais	1 
fur	fur	1 
ablblu	album	1 
paffivc	affiche	1 
electeurs	electeurs	1 
bavicre	navire	1 
logne	ligne	1 
motits	motifs	1 
ptelenc	telecom	1 
xioiis	xiii	1 
fur	fur	1 
lùrdit	lùdit	1 
rfyonf	rayon	1 
iur	iur	1 
ruflienne	ruvienne	1 
dreffte	directe	1 
fur	fur	1 
prneedez	prneedez	1 
lur	lur	1 
contellations	constellations	1 
monar-	montr-	1 
